Ano_1998,Ano_1999,Ano_2000,Ano_2001,Ano_2002,Ano_2003,Ano_2004,Ano_2005,Ano_2006,Ano_2007,Ano_2008,Ano_2009,Ano_2010,Ano_2011,Ano_2012,Ano_2013,Ano_2014,Ano_2015,Ano_2016,Ano_2017,Ano_2018,Ano_2019
14.6,11.5,14.7,8.87,2.8,-4.74,7.23,9.79,15.2,20.5,23.6,24.3,35.4,42.2,44.2,33.7,37.9,21.6,36,44.2,54.6,54.4
7.26,-34.8,1.93,-39,-85.9,0.466,-21.9,-32.4,0.395,-12.7,-17.8,11.3,11.7,13.1,11.8,15.8,30.3,15.7,20.9,30.2,35.8,49.6
-4.42,0.311,0.208,0.339,0.346,1.79,3.27,3.24,4.72,8.98,29.7,22.6,57.6,75.2,44,38.4,52.1,9.92,25.9,206.5,252.8,310.6
9.77,11,13.8,7.34,8.81,8.73,5.26,-10.6,1.47,1.78,-41.5,-11.6,10.4,-28.9,-11.6,-16.2,-20.7,-2.82,35.6,57.1,42.8,55.4
23.3,23.9,22.7,22.4,28.1,29,16,0.801,-59.2,-14.1,111.1,-29.2,35.4,-5.21,-1.39,3,-3.89,-3.42,19.2,16.7,4.38,11.3
4.45,3.13,4.59,5.86,5.01,6.3,6.8,8.49,9.98,13.9,17.5,14.8,31.4,29,42,35.6,24,28.4,30.2,80.6,83.7,114.9
21.4,28.5,21.1,27.3,48.4,48.1,56,71.7,75.4,108.1,84.6,65.9,77,59.6,42,36,66.5,170.2,203.7,282.3,295.9,256.7
3.98,4.43,4.76,5.62,7.31,7.29,7.74,8.3,12.6,18.8,18.4,18.5,21.8,14.8,19.5,9.55,14.2,3.62,17,22.9,25.3,37.1
22.1,25.3,19.5,21,23.3,22.8,8.59,16.5,22.1,17.9,-2.31,6.35,17.8,21.7,24.3,50,50.1,62.3,87.5,90.5,40.6,73.1
20.8,22,2.26,-122,-20.4,25.9,1.54,-21.1,4.12,23.5,13.9,32.1,-2.28,5.7,14.1,33.5,36.6,36.5,41.5,-2.29,-99.7,-4.53
1.68,2.64,2.9,-8.26,-17,3.63,-65.5,-37.8,-1.9,-6.38,-3.19,-2.53,-0.661,-4.9,-4.66,-5.05,-6.69,-4.47,-1.31,-3.69,-2,3.22
4.62,4.99,21.3,43,44.2,41.9,37.4,22.6,26,69.9,82.2,95.5,134.7,180.4,195.4,160.6,276.3,10.8,-1.06,158.8,382.7,307
86.9,70,71.4,76.3,79.9,72.2,81.8,95.1,110,227.8,218.7,255.9,317.3,398.3,296.4,303.8,161.5,248.5,242.8,217.9,176.4,154.3
6.2,7.92,6.81,9.06,9.96,9.35,8.39,9.62,15.4,13.7,15.5,11.1,33.4,19.7,19.7,12.1,14.8,75.9,39.7,17,18.9,18.7
36.4,40.6,42.5,36,37,41.5,33.2,41,63.4,77.7,26.6,124.4,134.5,49.7,81.5,67.4,442.4,743.2,498.1,537.5,488.7,417.9
3.5,3.56,5.86,3.69,1.79,-7.21,2.75,2.44,3.12,3.17,-14.6,-20.6,-7.98,-0.871,-8.06,4.46,3.41,-17.1,-19.5,-14.2,-19.4,-9.14
5.6,3.97,3.95,3.36,18.2,33.2,32.8,32.4,54.7,91.8,58.7,148.8,275,241.7,33.5,69.9,25,-13.8,21,69.9,134.9,165.6
13.1,14.6,15.1,14.7,16.7,14.6,13.6,12.9,11.7,16.2,15,21.3,31.7,51.1,61.2,34,13.8,-22.8,33,67.9,70,71.9
7.23,0.382,7.02,4.11,1.22,-4.96,5.02,6.18,3.32,10.7,11.5,5.19,15.4,4.56,-0.523,-16.4,17.3,12.8,-0.527,14.7,20.3,-4.06
1.92,4.44,6.75,3.64,6.82,4.71,4.87,7.86,9.07,-102.9,-51,-21.1,-18.2,-16,-25.8,-10.4,-0.213,3.02,25.8,42.9,66.5,20.1
20,21.5,24.7,24.9,23.7,36.4,22.2,38.3,49.2,61.8,28.9,33.4,45,49.6,137.3,185.1,216.8,216.9,211.3,387.6,529.6,516.5
86.7,88.7,146.1,161.2,173.5,151.4,164.8,137.3,164.4,261.9,118,185.9,198.2,167.4,240.2,312.9,354.6,359.6,265.1,192.4,156.2,157.7
11.3,5.22,13.7,8.96,6.42,37.9,33.1,-24.1,3.3,5.47,-141.5,5.34,-14.9,-54.8,29.9,102.8,121.6,119.7,120,66.2,50,62.3
17.9,15.1,12.8,16.8,23.8,36.7,41.4,43.8,51.5,50.7,-11,87.5,56.6,29.3,63.8,97.6,154.4,90.5,104.2,37.6,43.2,65.3
6.29,3.41,3.02,-11.2,0.929,-11,4.14,4.62,5.29,4.64,0.994,-9.49,1.78,4.85,6.54,8.45,7.63,7.25,26.2,36.6,41.4,39.7
44.5,38.7,43.3,28.8,29.5,21.8,63,67.1,134.1,139.8,69.7,151.5,272.9,250.3,236.3,227,224.7,95.6,84.7,234.2,462,177.2
12.5,5.52,5.14,6.53,6.9,1.5,5.26,5.71,7.56,8.77,3.98,5.73,9.65,11,9.51,-1.28,8.09,3.45,6.11,9.31,11.8,5.79
6.26,4.05,4.76,1.3,-23.8,0.448,3.08,3.37,2.33,5.08,10.1,12.4,4.08,3.48,-2.35,-8.27,4,-6.43,-8.92,3.5,1.92,-74.3
4.21,5.38,5.68,3.02,0.68,1.05,1.09,-7.15,4.06,14.3,14.5,24,28.1,30.5,24.5,22.2,25.5,28.4,30.8,36.5,17.9,15.6
6.94,7.43,8.95,9.58,9.66,10.6,11,15.5,12.2,18.7,94.2,170.8,242.6,326.5,290.4,113.5,69.1,15.8,46.9,173.8,155.2,179.7
3.96,6,8.94,12.3,16.4,19.3,21.8,21.8,12,12.7,11.5,2.2,7.83,21.6,12.3,3.58,4.82,-5.09,9.72,18.5,23.2,14.2
8.45,7.92,9.27,5.09,8.74,9.85,18.4,30.2,27.3,32.8,28.2,29.8,18.5,26.1,0.794,6.11,-90.4,24.9,-36.5,6.83,37.5,-8.46
8.4,2.06,2.7,-9.31,4.69,6.7,4.63,8.34,10.6,15.4,8.63,71,25.3,14.3,19.9,39,24.6,-49.9,-41.6,-59,12.9,31.1
12.3,13.9,13.8,9.3,9.02,12.1,12.6,-2.38,20.4,17.8,-126.1,15.3,-39.2,-5.34,16.7,158.4,172.4,234.6,92,-8.47,46.4,119.1
6.28,9.84,13.3,13.2,13.6,13.4,3.8,-49,-97.9,-8.93,-15.4,-0.645,-0.455,0.185,0.278,-0.066,-0.388,30.8,42,68.3,52.8,-84.2
-1.78,-3.86,-3.48,-3.06,-1.9,-3.12,-3.42,-2.8,-4.17,-2.91,0.918,1.54,2.83,4.32,5.92,2.5,2.09,0.926,1.14,-0.288,1.68,0.72
40.7,49,60.7,108.5,64.9,59.7,76.2,54.4,102.9,118,171,340.3,578.8,672.1,851.1,1039.1,1360.6,1088.3,1142.4,1543,1708.5,1864.3
-8.46,0.164,0.086,-18.4,-5.54,1.29,5.36,9.94,17.1,125.6,1.87,-72,44.1,52.1,52,88.9,54.3,10,3.01,-158.7,-228.2,-5.03
11.9,18.4,20.1,17,17.2,-147.6,12.9,-23.2,28.6,77.7,-153.3,-95.2,371.2,369.7,252.5,397.9,443.1,441.8,435.6,595.4,-581.1,18.8
-6.58,-6.22,-7.38,-0.947,0.483,-2.52,-1.48,-0.438,-2.08,-0.776,-0.06,-0.439,-0.459,-0.828,0.14,-0.377,-0.114,-1.27,-0.376,0.244,0.117,-0.155
-6.69,0.648,-6.53,-32,1.36,2.66,3.15,3.05,3.7,-4.16,8.31,12.3,7.98,17.8,12.5,19.7,28.7,34.2,23.9,16.8,21.4,-19.4
3.51,3.52,4.62,5.86,6.41,6.53,7.42,8.26,5.46,9.5,-31.1,16,38.2,-11.1,17.5,25.8,8.6,-0.133,-3.88,-16.2,-2.51,-40.8
9.59,7.99,5.17,-2.98,0.332,1.21,2.1,5.67,2.15,2.9,-32.8,-153.5,-74.6,8.34,-11.8,-23,17.2,20.9,15.1,49,89.4,52
6.13,3.7,4.78,-0.408,1.5,1.77,1.63,3.11,8.05,13.1,15.5,12.8,14,16.7,16.4,94.6,81.1,72.7,64.2,75.6,69.6,72.3
3.21,2.13,0.629,0.932,0.723,-1.12,1.29,1.01,0.204,3.59,1.03,-10.7,-1.58,4.81,-13.7,0.43,0.59,-3.28,-0.076,-1.84,-0.598,-4.02
2.25,2.49,2.91,2.86,1.6,3.99,-4.06,0.913,-0.084,6.92,10.9,7.21,7.4,10.2,12.6,14.3,15,6.09,4.2,65.9,87.5,84.9
4.75,4.19,7.96,8.25,0.055,2.22,1.21,12.6,16,33.8,47.2,24,17.1,-35.8,0.842,-18.3,2.14,0.597,-27.3,-16.7,2.27,4.29
7.95,0.731,0.554,-6.26,-16.9,-19.5,0.893,-7.47,-8.44,-5.9,2.05,0.157,2.9,8.88,9.78,8.67,32.4,32.9,47.3,36.3,-549.1,-29.2
8.1,6.22,5.36,5.66,2.38,1.85,0.111,-11.8,-1.42,-9.37,-9.88,-7.73,-2.82,34.1,31.3,31.8,-1,-74,-66.6,12.7,60.4,68.2
11.1,9.11,9.23,5.84,3.32,2.32,2.35,2.65,5.16,-2.39,2.78,9.6,4.9,6.54,4.47,3.51,-0.381,-5.01,-8.99,21.6,-381.6,219.8
4.99,4.46,3.47,3.66,1.93,3.16,2.98,0.998,0.598,66.9,61.2,41.7,37.4,62.5,61.8,73.9,61.5,193.9,93.2,95.2,106.4,13.4
19.7,26.1,41.8,47.6,49,54.5,40.2,87.8,96.9,88.6,141.7,161.3,195.8,186.7,105.6,37.8,59.1,119.5,148.2,96.9,68.8,32.9
72.9,76,83.8,100.6,103.9,140.5,226.3,200.9,253.5,421.5,496.7,181.9,312.1,275.2,33,38.3,144.9,84.2,266.5,598.9,775.5,509.3
3.97,4.77,3.51,2.1,1.23,1.35,0.485,-5.34,0.716,1.49,1.84,2.24,4.64,2.27,1.88,0.839,-15.7,-0.028,103.2,111.4,52.2,148.3
7.95,19.6,14.9,2.79,0.654,3.29,7.09,-56.8,-198.5,-93.6,-173.5,-12.2,-12.7,-39.9,-2.36,-14.9,-41.6,49.9,5.76,9.01,16.1,8.3
5.8,6.12,7.6,7.66,5.83,5.76,6.72,7.92,11.2,27,37.3,53.9,71.5,122.4,95.1,104.8,95,72,68.7,62.9,65.4,52.3
7.31,7.84,8.37,1.08,-22.4,0.904,2,2.69,4.2,6.5,3.63,7.27,15.2,6.85,9.81,9.36,7.65,2.58,-6.63,-5.24,9.76,8.87
60.6,41.5,38,44,46,46.3,54.3,61.6,69,74.6,74.8,73,52.5,58.2,-47.9,-44,155.3,123.3,107.5,137.6,157.8,143
7.43,9.87,11.7,7.31,0.876,-7.99,-97.9,-43.9,1.21,76.5,6.97,4.04,11.8,9.15,11.7,23.7,26.1,-10,3.32,2.94,6.22,3.1
19.5,38.1,78.4,23.8,21.5,47.5,52.3,-22.1,-46.3,-4.17,8.54,-157.9,7.29,-17.9,-50.9,-24.9,-21.9,4.27,3.26,2.96,-8.78,1.39
5.8,10.7,7.32,4.21,5.13,5.86,10.5,13.7,11,11.8,8.44,4.43,12.1,23.4,31.4,39.5,40.7,50.4,45.4,31,-21.7,-4.52
3.41,3.14,3.74,3.55,1.81,2.23,2.42,3.2,1.56,11.9,4.77,3.69,9.37,4.98,8.64,22,13.1,24.1,59.7,38.7,41.7,47.5
5.32,6.56,7.05,6.24,9.19,3.75,8.89,14.9,24.3,21.5,36.2,19.2,-2.06,0.581,23.8,75,127.8,162.9,226.8,118.2,49.3,33.8
11.3,22.6,27,29.1,43.9,52.8,60.6,87.5,99.8,120.7,153,197.1,267.3,288.8,590.8,814.4,823.7,834.3,801.9,841.1,904.5,955.4
4.58,5.47,5.82,4.01,1.81,2.01,2.25,2.48,2.08,3.58,3.85,5.47,4.14,2.25,5.68,10.5,10.4,-1.32,1.91,4.08,1.98,6.29
15,16.7,11.9,8.34,6.53,8.38,-6.02,5.23,-3.69,-0.339,-37.3,-10.6,10.9,3.73,9.46,73.4,103.2,138,107.6,-13.8,-129.4,19.1
4.06,3.38,2.53,1.29,0.977,0.566,-17.7,-19.4,-6.39,-3.95,0.942,0.341,-2.35,-4.91,-1.22,-1.96,-6.62,-8.72,8.92,-5.15,-0.592,-1.63
3.58,4.4,4.69,3.94,2.95,-2.56,1.53,-1.83,0.948,6.29,-2.19,-3.25,431.2,446.5,52.4,81.3,-3.52,28.9,108.9,336.9,348,635.7
83.2,83.2,-121.8,-165.6,10.6,26.8,-17.7,-388.1,-11.4,-19.4,-32,29.2,86.2,35.2,119.8,190.3,120.6,56.8,178.8,308,228,261.4
24,20.6,16.9,-1.86,6.01,7.02,11.3,21,26.2,52.9,40.4,86,140,296.7,290.9,296.7,267.6,228.2,300.8,165.7,79.4,91.2
11.8,7.42,11.6,3.77,-8.5,-69.3,-2.38,4.33,-29.9,-20.1,-0.468,-31.6,-1.58,-15.8,46.1,-23.3,15.7,45.1,104.4,420.9,155.1,266.9
-4.68,0.204,-1.86,0.507,2.08,1.6,0.535,0.5,-8.53,2.32,-5.2,16.5,39.2,60,69,87.5,112.2,118.6,139.4,166.2,166.7,153
-5.39,-11.8,-11,-6.44,-4.59,-15,-13,-17.6,-11.8,-10.8,-8.55,-2.91,-10.9,-31.5,-16.6,36.7,-1.6,-6.9,-2.48,-12.1,-22.8,-33.1
0.413,0.504,8.47,6.51,2.52,2.96,4.58,34.6,34,37.6,52.6,53.5,56.2,66.3,66.1,3.09,42.3,35.5,42.8,51.5,51.1,51.4
28.4,24.2,29.5,37.8,34.9,29.5,45.7,18.9,25.5,17.1,8.29,-52.9,-16.6,-18.1,-71.8,4.28,25.7,0.615,26.1,-118.2,-124.2,-0.653
166.6,210.2,248.8,248.2,193.6,191.8,187.5,206.8,240.6,245,-467.4,247,-70.5,26.2,388.6,1265.8,2085.7,2339.3,1009.5,286.9,456.8,862.5
7.15,7.57,8.27,11.4,9.61,8.91,11.5,17.4,22.4,41.6,44.5,81.4,75.2,96.4,124.6,150,185.8,211.1,273.4,344.7,410.9,457.3
4.47,5.72,6.3,5,-5.74,0.375,-13.7,1.97,1.68,-10.2,0.799,-19.2,0.987,-1.96,6.76,0.905,2.38,1.74,1.57,-0.641,2.11,1.82
2.68,3.77,6.38,7.09,5.88,4.9,5.36,5.37,5.65,7.32,14.8,31.3,49.2,39.5,21,10.2,24.7,15.9,25.2,40.7,36.6,58.2
266.9,272.1,353.6,509,610.7,815.9,801.1,844.8,1033.3,994.2,-598.1,966.3,629.4,242.4,1603.2,3272.8,3754.4,4022.2,2664.1,714.3,532.3,1354.1
13.4,16.5,7.33,9.1,6.82,-2.86,14.4,18.3,29.4,36.6,41.6,38.5,50.8,59.5,56.1,38.5,53.9,67.4,73.1,93.5,116.7,73.2
9.61,4.4,4.69,3.78,-32.5,1.76,-4.22,-21.2,1.61,-9.27,-18.4,-5.33,-8.63,-17,-13.7,2.77,-4.17,-1.76,-0.577,1.85,-5.1,-7.17
7.36,5.06,5.72,7.43,7.04,6.07,7.01,5.47,15.5,11.6,13.1,19.8,17.7,28.8,18.8,31,-18.4,2.27,-58,7.18,-61.3,-3.5
8.08,6.84,11.6,11.6,11.9,12.4,11.5,9.25,41.5,55.2,57.4,59.3,89.4,98.5,112.8,158,196.7,141.2,207.2,197.1,-97.8,6.5
0.829,0.631,2.6,3.53,4,14.5,25.8,9.5,24.3,62.4,78.6,105.3,114.2,251.1,133.3,282.5,302.9,58.6,112.8,417.2,1034.3,1244
14.1,12.3,5.8,2.25,4.76,8.04,0.839,-11.2,3.27,11.2,-20.2,12.4,5.64,11.4,2,-27.7,-7.17,1.45,28.9,23.1,-27.8,-90.4
0.261,1.52,1.89,1.97,1.63,1.82,0.072,-4.78,0.467,16.2,13.9,16.9,20.8,12.8,8.12,7.94,18.2,15.4,-6.72,17.5,-15.2,-412
15.3,21.8,26.3,27.2,31.2,22.8,32.3,32.2,41.3,66.8,169.4,394,757.6,923.6,982,1167.5,1091.6,1231.6,1369.1,1535.2,1533.7,1235.1
9.74,9.76,7.63,6.94,6,2.4,2.71,2.88,3.38,101.8,89.2,132,196.9,109,137.9,208.8,292.7,321.8,399.4,410.4,318,343.4
13,9.66,10.4,5.31,-39.9,1.7,-6.55,1.35,5.63,3.54,3.69,4.48,5.81,10.5,9.17,1.87,0.294,1.45,0.779,0.159,0.293,5.24
4.14,4.46,5.04,5.54,1.77,-16.1,0.536,-17.1,6.18,3.75,0.571,8.63,10.6,25.2,27.3,29.6,38.2,56.4,42.4,49.8,26.3,18.8
14.6,10.5,11.6,6.15,4.67,0.216,1.09,3.64,-9.49,13.9,49,-3.01,7.28,73.8,-11.1,-116.4,-10.5,-8.08,-82.6,-116.6,7.45,-2.14
6.81,8.13,9.86,7.21,10.9,2.06,-6.95,3.97,-7.15,-4.99,0.679,-11.7,4.78,-5.45,0.973,-3.24,1.64,-5.45,-5.95,0.652,-0.208,-1.85
5.26,3.67,3.8,4.73,3.35,3.89,5.46,6.86,8.9,16,59.4,24.9,43.5,52.5,59.4,15.9,96.8,37.2,39,122.2,163.1,70.1
17,12.6,5.32,6.53,8.66,10.9,19.3,28.7,40.1,92.2,56.2,74.4,166.7,230.7,241.9,35.6,3.84,0.528,-184.8,-538.7,171.7,12.3
13.3,10.5,9.41,9.08,14.2,24.6,28.7,28.6,33.7,40.7,38.5,37.6,40.1,47.4,44.8,44.1,41.2,37,38.4,44,40.9,41
31.2,48.4,55.2,14.9,-3.14,9.21,12.8,4.82,22.5,-49.8,-192.5,7.31,-46,-112.8,-273.4,21.3,7.29,13.2,24.7,33.6,3,25.6
5.59,4.74,6.19,6.04,6.63,7.4,8.19,11.3,17.2,14.6,16.7,41.3,53.6,78.6,101.3,121.2,132.9,151.6,179.9,445.6,206.8,258.8
4.04,6.99,7.18,8.31,4.47,1.64,-17,4.3,-6.66,-11.5,-5.18,-48.5,0.308,13.1,25,25.9,31.1,25.4,25.3,16.3,15.4,22.8
13.6,14.3,10.6,9.26,-18.1,-27,0.999,0.856,1.38,1.81,0.658,1.21,-0.847,-2.92,-1.23,20.3,-4.82,-3.99,-11.4,-21.4,2.02,-9.38
12.1,7.8,9.52,15.7,9.03,11,7.3,-8.68,8.82,37,7.96,16.9,20.5,13.5,6.89,5.01,4.88,2.96,3.46,25.7,8.79,10.2
4.04,7.89,6.54,1.44,2.08,2.1,-7.83,0.453,0.365,0.657,-4.71,-34.9,0.46,9.71,17.9,32.4,47.3,64,63.9,35.5,32.7,-90.1
7.57,12.2,19.6,2.28,0.126,0.932,0.575,2.34,2.23,43.4,25.8,5.87,92.4,123.1,108.1,96.9,76.5,93.3,91.8,20.6,106.5,-8.05
57.5,4.33,-32.9,-86.8,-410.3,244.3,0.731,-0.069,-12.2,-15.1,2.42,-14.8,-19.2,-10.4,3.18,8.7,0.955,-8.41,0.343,-13.5,-15.4,0.056
55.6,44,54.4,75.2,85.3,134.2,161.1,106.9,204.3,321,168.3,9.11,-387,-155.1,-541,-15.7,21,-642.8,-208.3,819,1551.7,1116.6
8.85,7.44,12.3,9.11,5.33,3.17,-29.5,3.8,4.44,-11.8,4.56,3.71,2.21,1.03,0.39,-3.07,4.11,-0.039,-0.281,1.3,0.063,4.29
-2.06,-3.68,11.2,10.3,9.18,20.1,32.6,41,51.4,84.4,60.8,4.35,48.9,-0.122,-24.9,13.7,3.35,-3.71,-14.9,16.6,12.9,6.49
46,-166.8,-124.5,-75,-77.3,-43,-36.8,-10.6,-3.56,1.93,45.4,-153.3,4.72,13.9,-66.8,-182.1,-324.3,-88.7,-189.8,-97.3,-83.1,-115.4
25.5,38.1,67.3,10.1,28.2,25.9,32.9,-44.2,-11.3,-1.69,-50.7,-6.5,25,23.2,11.9,5.39,31.8,37.5,47.4,46.1,36.1,37.1
4.53,4.63,5.81,4.16,2.69,2.26,-8.29,-5.8,1.15,6.95,2.92,-2.45,3.27,13.1,12.8,9.86,12.9,14,41.6,138.4,229.7,241
14.7,11.1,7.8,2.02,-17.7,5.78,-16.6,-33.7,-23.5,-22.4,1.9,2.29,3.5,0.81,1.17,1.17,0.056,1.89,4.54,-38.2,-8.8,-14.4
44,44.8,53.2,48.4,53.2,102.6,118,141,93.8,269.8,169.7,-326.7,60.6,112.6,89.6,55.6,288.5,-644.2,-58.7,460.9,603.1,198.8
29.7,28.4,41,31.1,36.4,56.1,47.4,33.6,56,58.1,-16.3,133.6,185.1,256.9,374.1,458.7,430.4,266.6,125.5,159.9,220.5,255.9
4.12,5.46,4.91,2.73,3.88,2.14,1.95,3.78,1.63,4.53,6.81,7.96,10.7,19.3,22.8,17.9,10.1,-39.5,-2.08,4.11,7.76,9.35
9.22,17,8.08,9.63,8.51,4.8,5.35,-48.5,-34.3,26.6,107.6,80.6,115.5,164.1,80,15,11.3,-60.7,-42.7,59.4,-46.7,-34.7
1.99,-0.168,-0.255,-6.78,3.75,2.64,2.75,3.16,3.88,6.32,4.17,4.16,5.89,1.47,-0.652,2.22,-7.61,-53.9,-2.74,-2.8,-6.87,-2.02
8.46,9.55,8.93,7.58,8.39,6.29,3.06,3.31,4.05,2.57,-21,14.9,-7.53,-8.31,25.9,13.9,26.3,0.734,21.3,121.8,131.8,26.2
10.9,13.4,15.5,17,25.8,38.5,45.8,61.8,49.4,14.9,-285,121.5,92.1,281.4,263.2,442.8,732.7,754.6,799.1,1088.9,1018.6,1115.3
14.6,3.15,3.2,-14.3,4.94,-3.58,-21.9,14.9,22.4,22.2,20.1,178.2,33.9,89.8,65.9,58.4,80.8,50.6,-6.64,183.6,293.8,174.6
7.85,6.42,3.59,2.01,-0.679,0.9,1.18,0.54,-44.1,1.93,-13.4,-0.622,0.524,22.7,3.64,-27.2,-11.8,3.05,3.05,20,20.2,21.7
5.43,6.57,10.4,6.25,10.3,9.77,7.32,4.96,1.17,1.65,2.91,-0.31,3.78,5.67,13.6,19,66.5,75.4,52.8,67.6,108.7,127
5.11,4.77,2.63,6.84,9.84,6.93,6.91,4.54,2.95,5.05,6.8,3.64,4.35,1.63,6.8,2.3,11,15.8,17,18.2,46.8,0.819
-1.7,0.621,-2.89,-4.12,-4.45,-0.108,3.67,11.7,17.9,27.9,28.8,36.6,26,22.4,71.8,68.5,56.2,42.6,11.4,14.9,23.3,21.5
-107.2,-40.1,13.1,-9.64,-8.54,4.65,27.6,51.6,43.4,68.2,89.3,54.5,139.8,184.1,55.5,98.4,60.7,40.1,12.3,59,124.6,98.7
13.3,13.1,12.9,13.7,9.14,7.22,6.34,4.65,5.65,6.69,3.06,-1.6,3.88,4.22,-15.8,0.094,1.1,14.1,17.4,26.1,39.1,2.93
4.29,6.34,9.12,8.48,8.37,12.5,7.03,10.5,15.4,19.7,25.5,36,47.1,43.9,43.3,33.4,53.5,66.3,63.1,74.2,78.7,76.8
-22.5,-22,8.7,19.8,40,58,57.7,74.5,95.7,117.2,131.9,180.5,308,336.5,303.9,325.8,407.2,388,214.2,119.1,3.04,38.2
3.81,6.41,8.69,8.06,10.9,12.9,9.2,2.43,5.07,16.1,10.4,20.1,13.9,16.4,29,43.3,46.2,51.3,45.2,25.9,7.14,8.65
-40.1,-23.6,-8.53,1.47,0.979,0.199,0.307,-4.71,-2.72,-1.05,0.17,-1.49,-0.797,1.65,-0.944,2,2.26,4.12,2.27,1.95,-9.57,-1.99
6.6,7.23,6.3,8.02,10.9,18.1,19.4,9.58,10.6,18,27.7,6.15,11.4,12.1,6.47,6.9,5.5,4.59,12.5,28,9.84,24
42.8,38,38.4,35,18,13,4.28,-0.927,-19.8,-54.5,-2.32,-21.8,-63.8,2.06,-1.27,5.82,-1.81,-8.17,-7.62,-0.595,11.5,4.59
9.96,9.89,9.15,11.5,10.7,8.85,6.68,3.89,11.5,2.37,-0.669,25.9,51.2,6.36,0.641,36.2,34.7,30,42.8,50.2,27.8,4.96
76.6,86.5,99.6,124.2,158.1,185.3,200.5,118.7,220.9,328.8,308.4,397.7,505.2,519,509.3,587.2,501.9,541.6,634.5,759.3,800,794.7
8.75,10.6,12.4,13.1,5.04,4.17,5.61,5.04,6.06,3.6,2.63,5.17,3.81,3.52,3.23,4.83,2.72,20.3,24.2,23.8,27.4,-108.9
0.617,-17,2.5,2.17,2,4.49,3.96,0.102,-0.738,46.2,16.6,3.76,28.4,2.5,9.29,89.8,49.4,2.13,-17.4,22.6,28.4,0.642
6.3,7.51,9.96,11.8,13.4,18.3,21.5,27.9,37,54.8,95.4,103.3,128.2,163.8,208.6,239.7,285.8,395.9,435.6,561.1,644.3,854.4
3.44,2.99,3.24,4.43,5.39,3.13,3.01,6.44,9.72,7.84,-10.9,5.79,8.64,-0.768,-12.6,10.7,24,42.7,27.1,33.8,43.9,46.2
6.48,7.64,8.7,9.09,10.6,15.4,14.4,15.2,11.4,18,8.11,5.93,16.1,12.3,7.79,8.53,14.4,18,29.5,120.8,36.7,28.9
6.07,6.95,11.1,8.38,6.54,5.54,5.46,4.64,5.48,14.5,45.8,39.5,53,46.8,52.1,66.3,84.5,79.2,77.3,110.1,-168.9,-462.8
7.35,7.78,8.61,8.93,10.4,10.5,11.2,7.05,9.9,14.3,11.7,16.7,39.8,28.4,29.1,9.81,11.6,17.1,115.8,35.1,61.5,36.4
-0.171,-0.352,0.645,1.42,2,1.73,1.79,0.255,-5.33,-1.99,1.17,3.55,5.04,8.83,5.2,-5.04,-13.7,-19.6,-13.1,-9.18,-2.15,-3.05
15.9,15,12.7,11,-15.6,-21.5,4.99,4.77,3.86,12.8,13.1,26.8,22.4,20.3,18.8,15.5,-4.42,-14.4,-23.4,-38.5,-25.7,-67.5
9.76,12.4,17.7,18.1,15.3,20.8,21.4,15.7,9.7,16.2,7.14,-1.29,-3.64,12.4,11.3,66.2,18.2,13.4,17.6,15.2,24,30.9
-3.77,4.68,6.7,11.6,13.7,11.5,2.38,-6.58,2.33,-10.9,-20.6,3.44,1.44,1.38,3.96,-4.66,5.2,-5,3.14,2.71,-4.41,3.16
14.1,16.7,17.3,19.4,21.6,19.2,9.03,3.83,16.4,27.7,27.7,23.1,13,5.58,-34.1,22.8,16.6,22.2,29.6,17.5,25.3,22.3
3.87,4.88,6.83,11.7,10.2,9.35,11.6,8.15,2.74,-6.73,-0.078,3.76,5.62,8.18,13.6,22.6,18.7,10.9,7.97,25.4,22,13.4
10.3,18.7,17.2,-2.05,-19.4,4.07,9.96,1.2,14.6,22.8,24.9,56.9,138.2,179.6,210.4,235.3,174.5,32,29.8,-12.7,4.12,20.9
11.8,13.8,17.5,8.66,4.44,4.26,3.22,5.59,4.73,15,10.1,10.3,86.9,87.3,44.8,-36.7,40.4,18.5,30,60.6,25.2,-1.3
4.34,1.36,2.02,3.59,0.586,-11.5,1.59,3.89,2.76,4.16,3.84,-8.17,-7.2,-12.5,-13.5,-11.1,-5.34,-0.444,-3.74,-6.01,3.25,0.492
1.84,2.82,13.9,37.5,24,67,166.8,272.3,798.7,751.5,614.6,527.6,925.5,1175.3,1025.7,782.8,573.2,118.9,422.3,538.6,380.6,527.8
22.7,15.4,12.9,8.45,5.65,11.1,5.04,4.36,8.89,-1.65,7.17,14.5,-5.97,-42.8,26.3,72.4,80.5,115.6,70.9,29,30.5,47.4
18.8,20.2,31.9,34.4,35.6,42.2,79.9,81.1,142.9,219.2,215.4,242,216,206.3,200.2,138.6,125.5,134.1,191.3,144.5,115.6,134
4.99,5.35,4.96,7.66,9,9.53,5.71,10.4,10.8,17.9,17.3,33.2,24.8,11.1,16.4,16.1,19.4,3.44,-2.86,-3.18,8.06,0.712
3.92,4.84,4.44,5.26,8.8,10,10.3,10.4,12.8,18,6.86,7.32,7.27,13.2,16,17.4,21.3,22,24.1,33.7,35,31.3
6.98,7.12,7.17,4.17,2.65,7.55,-5.8,-16.1,1.47,4.43,17.1,19.5,60.2,175,58.4,155.2,177.6,70.9,76.5,171.8,346.5,387
