Ano_1998,Ano_1999,Ano_2000,Ano_2001,Ano_2002,Ano_2003,Ano_2004,Ano_2005,Ano_2006,Ano_2007,Ano_2008,Ano_2009,Ano_2010,Ano_2011,Ano_2012,Ano_2013,Ano_2014,Ano_2015,Ano_2016,Ano_2017,Ano_2018,Ano_2019
17.6,16.7,21.8,13.2,7.76,3.04,-35.5,-5.01,-7.65,-6.75,9.35,8.98,3.76,4.25,7.98,8.46,10,12.8,4.81,24.9,1.72,-0.34
2.16,2.38,2.89,2.14,-2.75,1.01,1.25,2.18,2.65,6.06,1.91,1.09,2.78,33.5,38.7,47.8,55.5,56,51.7,57.4,53.5,55.9
-3.49,0.759,1.61,1.04,1.73,2.57,2.98,3.09,2.13,6.44,6.14,7.54,4.8,1.95,3.75,4.68,7.16,7.99,-1.7,4.93,-1.42,-12.6
2.3,2.69,11.5,14.9,6.56,6.9,6.19,6.66,5.9,10.6,13.5,12,16.2,24.7,20.4,8.7,13.8,72.8,89.4,48.3,-231.6,-219.6
8.38,9.43,0.253,-5.01,-8.04,-25.5,1.59,0.738,12.8,1.42,14.8,1.48,3.67,-3.74,0.251,2.69,2.54,1.44,2.22,19.7,0.326,5.61
9.6,13.4,18.3,18.4,21.1,42,37.3,29.9,44.1,103.3,125.3,485.1,189.2,283.8,343.9,382.1,441,516.6,514.1,606.6,479.9,728
1.91,2.12,3.28,0.129,0.152,1.19,2.78,4.02,3.3,5.97,7.65,2.52,3,8.61,9.48,6.75,8.91,8.28,6.55,10.5,5.98,8.56
-0.116,-0.008,0.237,-0.128,-0.895,-0.759,0.618,1.2,3.38,7.12,6.24,9.03,21.1,19.3,26.1,27.9,29.5,32.3,42.6,37.7,23.3,-23.8
1.22,0.898,0.573,4.86,6.27,-4.74,1.19,1.29,0.686,0.057,-0.099,-8.57,0.105,-1.29,18.2,22.1,27,24.2,27.3,30.4,-125.7,414.5
4.53,5.05,16.5,35,9.07,10.5,45.3,34.7,12,14.9,16.1,14.6,39.5,43.2,35.9,21,20.5,12.6,28.5,51.5,56.5,47.8
18.6,1.06,-52.7,2.5,-13.4,-8.59,23.1,6.58,13.4,31.3,-10.4,55.6,29.9,13.3,60.8,62.4,170.9,-1.43,13.9,58.8,298.1,87.6
4.64,3.95,0.453,0.91,0.863,0.513,-7.13,-18.8,0.08,1.5,11.6,-0.014,0.659,1.11,-0.99,0.432,1.2,1.62,3.74,5.22,4.79,3.47
78.1,84.3,77.5,80.6,86.4,92.9,173.7,199.2,223.9,265,157.2,128,252.9,308.4,330.4,414.7,452.4,512.1,535.4,744.4,819.2,958.1
3.89,4.98,8.05,10.3,11.4,11.7,8.17,8.36,16.3,25.9,35,43.2,48.9,69.1,114.8,154.7,181.1,396.7,38.5,72.2,80.9,66.6
6.84,5.96,8.23,7.27,8.28,9.51,13.1,14.2,20.2,21.5,26.2,31,49.2,48.5,47.3,54.7,55.6,62.7,53.6,61.1,35,7.22
7.7,7.82,6.14,7.2,6.86,11.8,16,8.85,1.93,4.5,-22.3,3.27,9.04,8.9,16,14.9,17.7,21.5,18.9,32.9,-8.85,-0.994
13.5,17.2,17,3.28,2.75,4.66,23,29.3,32.9,44.4,47.1,59.4,68.5,58.4,71.3,77.6,102.2,132.4,125.2,202.2,216.1,212.7
2.76,2.55,3.75,4.21,4.96,15.1,23.5,34.7,44,44.1,37.8,26.5,29.2,27.1,21.4,25.1,13.9,16.1,11.6,11.4,7.07,6.08
1.66,0.218,0.982,1.59,4.09,3.37,36.3,45.6,41.9,52.7,59,47.9,54.8,47.6,36.9,51.1,47,41.4,42,48.5,44.7,41.7
6.18,4.08,7.58,-11.5,1.66,1.38,0.8,-4.39,0.794,1.28,-2.97,1.92,2.85,3.31,4.2,3.3,4.45,13.3,27.1,15,14.2,14.2
1.11,-11.8,-11.6,1.44,1.27,1.21,1.27,1.61,3.27,12,23,22.3,4.12,6.44,-13.7,16.9,17.6,-22.2,-3.39,21.2,22.2,11.6
8.4,14,13.1,6.55,3.1,1.81,1.28,1.08,-1.08,5.31,0.751,-19.7,10.9,24.3,18.1,27.7,31.3,40.5,104.1,85.1,71.4,101.1
-0.027,63.9,66.6,63.3,92.2,106.1,99.4,76,102.1,139.8,180.5,138.7,184,176.3,244.5,286.2,313.1,417.7,382.9,399.3,341.1,261.7
4.35,4.48,1.56,1.09,0.606,0.323,0.199,1.49,2.39,4.12,-14,1.19,-10.5,71.3,48.3,49.7,27.4,-12.9,3.7,-0.437,-0.475,2.46
9.71,8.46,10.7,11.4,13.1,13.8,15.2,20.1,18.3,29,33.5,36.8,42.7,45.5,50.2,48.5,44,43.9,42.3,73.3,48.2,0.067
13.6,14.2,24.2,25.4,14.2,30.6,18.8,-2.39,-25.1,6.09,-140.1,-34.3,40.5,63.4,89.2,117.1,494.9,580.8,554.1,474.5,407.1,428.9
4.14,4.38,4.18,2.97,3,0.156,1.8,1.3,0.838,17.6,8.67,2.38,16.7,-4.56,21.7,26,-8.32,22.2,0.692,-0.823,3.87,5.95
13,12.3,12.8,15.7,20.6,21.9,23,24.3,26.1,47.1,39.8,21.9,60.4,40.4,43.3,33.7,53.5,49.9,39.2,21.2,13.3,29.1
4.32,-2.64,0.855,-4.22,0.8,0.589,-18.3,-1.07,-11.2,-8.88,2.65,1.77,-4.98,-1.62,-13.1,2.05,11.1,2.02,-4.77,1.27,1.45,2.29
13.9,16.4,18.4,21.8,21.9,21.6,14.2,12,17.5,28,19.5,27.9,35.1,40.1,26.4,39.5,31.9,35.7,36.7,32.9,31,50.1
2.41,0.829,1.96,-5.17,-12.6,-3.36,1.98,1.3,0.875,2.08,1.14,0.876,1.2,3.35,14.2,22.7,34,39.2,28,20,16.4,16
6.75,6.34,7.7,9.45,9.91,10.8,10,15.2,18.1,19.7,15.3,18.6,18,11.5,23.7,27.1,20.1,12.7,9.22,10.3,6.05,13.6
13.8,4.95,4.99,4.65,12.5,5.74,4.49,1.32,0.76,9.8,11.7,-1.2,59.3,-1.65,0.987,20.2,12.7,9.35,6.3,10.2,10.7,10.9
4.34,5.12,5.44,3.31,6.83,6.84,5.99,11.1,11.1,10.4,5.6,19.8,23,30.8,29.7,39.5,49.8,40.9,58.7,58.7,62.6,178.6
15,13.4,18.7,14.4,16.7,15.6,15.9,17.4,21.5,37,44.7,49.7,82.8,216.6,217.7,228.2,259.5,280.7,284.7,333.4,354.9,378.3
3.7,2.66,9.28,3.91,5.69,22.7,27.2,20.5,14.9,13.8,18.8,14,16,13.3,32.9,-2.62,-31.8,6.66,17,5.57,-11.7,2.74
18.3,3.97,-1.11,-1.33,-10.9,-1.18,6.79,-25.1,2.92,42.7,77.1,94.7,149.8,91.5,96.1,124.5,157.7,123.3,149.3,163.2,170,183.6
2.87,1.9,3.83,7.31,9.74,9.27,4.86,-1.48,2.95,21.3,43.9,46.2,38.9,33.8,22.8,20.4,21.7,14.4,4.13,18.8,10.3,-3.31
1.63,3.88,5.56,4.73,2.51,3.37,2.33,2.95,3.49,4.45,0.177,0.542,2.18,2.21,-7.23,13.7,11.5,5.02,31,23.6,-6.62,2.29
0.845,12.9,22.8,22.2,15.8,20.3,30.4,16.7,1.49,5.49,-7.98,-17.4,36.8,21.6,-8.08,6.89,-0.437,-41,75.6,13.6,8.7,27.9
5.22,5.53,6.51,7.53,8.21,9.26,11,13.3,28.9,15.9,20,21,27.1,31.1,32.8,30.8,39.7,36.2,27.1,27.8,21.4,15.2
20.4,14.5,15.4,14.9,15,10.5,12.7,19.8,36.2,126.6,62.9,87.8,128.2,141.9,185.1,199,188.4,153.3,66.4,649.7,681,722
11.7,12.3,16.7,25.8,19.9,37.5,57.4,163.3,219.6,288,309.2,124.5,-133.8,-58.2,-200.5,-15.1,95.4,40.2,70.6,73.2,79.1,72.3
11.4,18.4,23.5,31,38.6,40.2,36.3,24.1,26.3,71.5,44.1,115,136.5,108,42.3,53.1,35.2,24.4,46.5,113.6,79.9,73.9
6.25,2.66,1.07,-14.7,0.349,-0.368,-4.79,1.07,1.07,-1.89,-1.13,-6.65,0.011,-13.3,-2.96,-26.8,-0.385,-9.4,4.38,12.3,-68.9,-72.6
4.69,2.39,3.17,8.49,22.5,22.6,14.4,15.5,41.2,77.8,93.9,76.1,163.6,101,8.25,-89.8,-8.91,-147.7,-5.03,10.9,21.3,-2.49
8.79,8.3,7.3,7.62,7.4,11.7,27.3,32.5,29.8,72.6,152,77.7,70.6,68.5,-39.1,-139.1,-184.5,38.9,62.1,91.4,119.4,92.2
6.44,6.33,8.61,8.22,9.08,21.2,27.8,12,6.46,14.9,-45.1,-79.8,-2.78,10.4,2.67,8.77,5.11,-118.8,7.06,10.8,181.2,63.7
28.6,26.8,30.8,32.6,36.3,52.6,109,176.8,183.9,254.1,590.4,467.6,601.4,655.7,445.6,267.9,71.3,44.1,120.1,437,486.7,499.5
7.91,9.81,1.66,6.88,13.9,26.7,52.8,79.5,105.6,141.1,233.7,245.4,285.1,360.1,376.3,207.9,60.8,5.19,-86.4,164.7,214.5,149.1
6.59,0.83,-4.23,-22.5,3.07,3.32,3.04,1.94,2.25,16,18.4,-0.774,1.77,4.61,-6.84,9.51,-45.9,-89.7,149.5,249.6,401,212.9
8.62,6.47,7.48,7.87,10.2,5.25,5.86,12.5,22.7,66.9,-6.59,5.17,5.83,1.94,-64.1,-76.5,9.32,-80.2,-92.9,-26.8,7.52,26.2
28.4,42,43,44.1,54.8,108.3,161.4,132.6,433.6,733.9,165.8,149.4,223.8,283.8,160.7,73.4,37.1,-588,171.8,760.5,771.5,305.5
0.756,1.09,2.09,4.39,4.87,8.82,23.6,34,63.7,91.4,65.7,96.9,133.4,214.4,317.1,239.6,78.8,116.7,132.2,214.1,324.7,422.2
2.24,2.02,2.96,3.31,3.86,6.03,6.51,8.73,13.5,10.8,2.75,13.1,33.6,36.3,14.1,51.4,6.7,37.2,55.9,345,451.8,226.8
18.7,15,15.5,4.63,2.9,2.57,2.57,3.07,0.863,9.45,11.5,8.99,16.4,41.9,79.8,7.95,5.17,4.18,29.3,33.9,57.6,101.6
219.1,76.3,171.4,122.2,147.3,200,202.8,258.6,324.2,409.8,178.8,386.1,330.5,342.5,390.8,638.1,522.7,490.1,519.9,412.7,376.2,404.3
-12.5,-0.563,-0.071,-5.49,0.143,0.029,-2.7,-0.812,0.283,0.761,-0.217,-0.431,90,117.1,114.7,100,81.9,84.8,65.5,93.8,91.7,92.2
9.51,16.8,28.3,8.13,12.5,17.4,29.4,30.5,62.6,71.5,15.3,52.8,93.4,81.3,58.3,71.1,91.8,96.3,125.4,186,165.4,250.9
29.5,16.4,21.6,8.18,2.19,2.73,6.95,8.41,2.15,19,-13.8,6.26,15.9,14.1,-52,14.2,14.7,9.74,15.1,21.8,158.5,70.5
6.51,6.6,3.55,6.92,1.44,0.42,-2.11,-4.68,1.73,14.1,-27,-20.5,-107.9,5.66,95.5,2.4,-0.187,30.3,56.2,31.1,-95.3,-243.4
15.9,17.8,30.1,7.42,0.169,8.1,10.4,10.9,20.4,27.3,16.5,6.25,29.1,22.3,-40.5,-33.9,-23.7,-25.3,5.92,16.2,14.5,-63.5
2.84,3.32,4.81,3.53,3,3.38,3.39,2.64,2.66,5.11,-2.4,1.03,0.858,-7.32,-19,-45.7,2.73,-23.6,16.2,13.2,-17.4,-13.6
13.9,13,13.2,7.2,2.54,3.11,1.73,-10.8,-7.5,-4.39,-3.6,9.93,5.27,5.81,0.711,1.52,3.29,11,-8.39,-27.6,-12.9,-39.1
63.2,69.5,30.2,-98,3.94,14.4,-51.8,-37.5,39.5,15.1,-31.5,7.85,30.5,16.6,13.3,10.4,3.45,19.1,-17.2,38.3,44,46.3
0.785,2.47,3.07,2.87,9.94,7.59,9.01,9.63,17.8,37,9.15,12.6,13.7,25.6,34.7,74.7,158.2,104.7,46.3,-128,-120.8,31.6
6.9,3.24,2.26,2.21,0.179,2.41,10.1,22.5,32.9,25.7,-13.6,8.88,4.49,13.7,2.05,-6.89,0.757,-122.6,-215,-16.6,-116.3,472.5
9.8,11.3,15.2,15.3,23.8,14.9,5.52,15.5,10.1,30.9,7.71,30.6,49.7,25.7,-1.7,35.2,15.1,1.76,38.2,20.4,38.8,80.3
16.3,33.4,40.4,43.5,42.3,37.2,42.6,53.5,63.1,91.4,99.7,110.1,126.5,134.9,139.9,118.7,56.9,115.5,108.6,137.1,127.6,122.7
-2.22,-4.49,0.229,0.307,1.34,1.16,-0.768,-6.24,-21.8,-1.89,29.2,3.63,7.62,0.881,1.84,1.96,-8.19,3.06,40.7,68.6,-25.4,14.9
4.32,2.84,-2.07,-0.406,0.555,-2.72,-0.278,0.696,6.34,1.82,2.76,-1.16,-0.148,-0.714,11.9,6.93,1.74,-7.71,14,56,50.4,60.5
-79.1,24.1,-16.7,-17.3,-0.703,-1.84,-2.07,-1.48,-1.39,-8.85,-10.2,-16.2,-11.3,-3.95,-8.86,13,-1.08,-0.059,0.607,0.322,-0.335,-1.15
3.6,2.76,0.056,1.76,0.226,-4.01,0.784,3.75,4.66,0.147,0.888,-2.28,13.6,31.4,37.5,55.9,62.2,61.5,63.4,77.6,97,118.8
4.02,-7.56,2.85,0.462,4.86,5.3,2.1,-5.65,2.63,1.22,4.23,0.846,0.92,1.23,8.93,1.66,-7.19,3.95,10.1,-58.2,-104.1,26.2
51.8,57.5,81,104,129.5,180.6,174.5,204.5,266.6,291.1,212.4,478.4,289,241.2,254.7,366,455.5,391.3,295.1,204.5,187.8,361.3
37.1,40.9,41.3,51.2,45,46.1,53.7,73.9,77.3,93.2,81.3,83.5,149.6,183.4,150.5,190.4,235.2,348.8,226.7,315.1,317.9,418.6
5.16,6.09,8.73,11.1,14.2,17.4,18.7,9.55,17.3,33.9,19.7,19.5,15.3,16.4,3.69,14.9,8.67,33,46.4,28.7,20.5,23.1
-9.98,1,2.85,1.57,1.04,1.06,-0.485,-2.53,0.338,-0.681,-1.49,1.27,3.76,2,2.27,2.14,0.655,1.56,7.43,1.45,-1.31,0.415
54.6,40.9,20.4,-1.76,10.7,34.4,30.8,44.8,49,113.2,62,41.2,63.3,41.8,22.8,41.1,74.3,51.1,28.2,84.9,43.9,91.8
6.17,9.37,-38.8,-12.7,2.02,1.5,1.82,1.59,-14.4,-1.88,2.4,10.7,-0.094,4.52,0.127,-1.94,27.8,38.7,2.99,-20.9,89.4,222.5
11.6,15.1,20.3,32,63.1,66.1,50.7,1.25,6.95,-1.21,7.56,19,-9.21,7.3,-53.7,-0.767,-65.7,-129.4,216.2,1.05,-1.99,2.49
3.73,4.32,8.23,14,7.58,7.53,4.36,-73.5,2.05,4.87,-2.82,2.01,13.2,11.6,12.6,14.7,24.8,96.7,93.3,181,176.7,156.2
10.2,6.37,11.6,24.1,37.2,30,43.2,62.8,94.7,116.1,288.5,376.7,688.6,694.1,880.1,1161.6,1204.2,1065.1,1245.8,1966.2,2227.8,2741.9
5.59,0.179,-21.6,2.55,2.47,3.43,-20,0.782,-9.69,2,-9.17,-9.3,-1.55,1.53,2.7,3.68,-4.63,1.94,14.3,1.35,-24.2,-0.787
6.8,7.89,7.23,4.8,0.323,0.081,0.359,-15.5,0.235,1.57,5.57,7.33,3.57,6,10.1,11.1,13.2,18.4,35.3,48.3,46.4,16
2.89,4.89,5.1,5.65,6.27,7.51,4.66,6.53,9.68,15,15,13.8,9.41,10.1,37.5,5.28,16.6,13.8,9.12,12.8,20.3,28.5
11.4,15,14.4,14.6,11.1,9.09,6.85,14.4,17.4,27.9,-17.6,11.3,24.3,42.9,42,76.7,90.5,77.5,92.7,128.5,158.1,259.6
2.7,-10.5,-13.7,0.681,-6.38,0.79,1.74,1.3,-11.6,1.78,-0.17,-0.263,0.423,-1.08,-0.609,2.79,1.48,7.23,4.4,10.4,13.6,43.5
18.7,13.8,15.4,54.8,80.9,106.1,93.7,99.7,106.2,106.2,100.5,82,77.8,86.4,76.4,77,74.8,58.5,61.3,69.3,77.6,62.6
-11.2,0.024,0.348,0.069,0.134,-0.934,-5.27,0.812,-2.98,-0.344,0.222,1.19,2.21,2.41,0.9,-1.26,0.765,-0.446,1.27,-0.004,0.453,1.12
7.22,17.4,17.9,5.59,7.69,10.1,24.1,49.1,212.9,182.7,67.1,99.6,143.7,249.2,116.4,47.3,44.8,1.93,76.7,206.9,187.9,117.7
51.5,26.5,49.2,39.2,54.6,83.4,157.5,165.8,209.2,291.4,306.7,430.5,545.4,530.3,568.6,515.8,494,420.3,526.7,669.7,451.4,464.7
2.47,2.85,2.62,2.13,0.824,-0.242,0.318,1.65,2.16,3.17,-0.277,-2.37,-6.01,-5.03,1.02,4.52,-17.1,-11.5,7.1,13.3,33.2,7.15
281.3,75,39.5,13.5,25,32.2,-443.7,38.5,36.8,48.8,75.3,96.3,90.1,67,35.1,129.2,29,-127.8,158.6,159.4,55.8,29.9
6.87,5.41,19.4,10.5,5.91,7.2,8.44,7.98,7.75,11.1,60.6,34.3,87.7,70.4,92.3,273.6,578.2,609.1,523.6,513.8,502.7,430.1
4.13,3.76,2.8,1.76,-4.07,0.536,0.251,0.985,0.322,1.49,1.7,11.2,1.45,11,2.93,7.99,3.46,3.21,1.63,6.32,5.42,9.33
2.25,1.88,2.45,-10.5,2.5,3.22,1.97,1.67,4.39,3.94,11.2,-16.4,-75.6,-29.4,-17.7,-2,-4.62,-5.86,-3.46,5.07,4.99,4.83
6.46,5.03,3.89,2.09,2.56,2.81,-19.4,-35.5,-69.7,-4.74,-18.9,2.2,-16.9,46,8.15,6.91,3.85,4.53,5.55,8.88,19.4,14.5
7.49,7.87,6.69,3.98,5.7,8.6,22.9,45.7,178.7,173.7,-72.1,47.7,-29.7,16.1,-75.5,3.65,-52.9,-2.82,32.6,88.2,-63.1,7.12
1.81,0.569,-6.8,-5.86,0.176,2.89,4.7,-1.93,1.54,-6.87,-17.9,1.4,1.88,3.26,0.443,1.92,1.53,1.43,0.139,0.373,-0.048,0.425
3.87,5.81,1.3,-4.16,-2.96,0.572,-3.27,1.02,-0.748,2.35,1.99,8.55,6.14,8.22,9.53,8.94,28,34.7,27.6,-8.35,4.77,-3.52
1.35,-5.44,1.96,-2.53,-80.6,0.351,-5.34,-9.15,1.8,2.75,4.54,5.02,7.67,5.45,1.46,1.38,0.125,-2.92,2.02,4.09,4.62,2.37
7.76,8.7,8.68,8.37,11.4,16.6,27.1,35.1,39.7,53.6,36.8,15.5,17.9,52.3,59.4,33.2,-18.1,10.4,-31,32.4,38.3,13.4
11,11.8,11.6,10.3,11,15.8,13.6,-36.8,-23,26.2,19.7,20.4,22,40.3,17.9,37.5,22,16.6,14,18.1,19.1,17
15.7,17,16.2,8.95,8.62,12.3,0.983,41.8,22.6,24,31.3,14.9,-23.6,-30.1,-11.4,-69.3,-117.7,-49.2,65.8,44.5,35.6,49.6
5.89,6.9,9.25,7.98,6.2,0.475,-9.51,2.16,-6.78,-11.2,8.21,15.5,56,64.5,2.81,36.4,43.1,-17,15.3,49.5,117.7,111.6
5.17,36.8,26.6,26.5,8.31,-19.5,15.6,21,29.1,59.1,71.5,73.1,57.3,61.9,85.7,-25.3,-40.4,17.1,37.5,68.6,111.5,154
-14.7,0.254,9.92,11.2,14.4,15.4,17.5,14.5,16.2,24,-7.54,-1.3,10.8,-20.1,-12.9,-34,-23.5,-10.1,7,8.51,15.5,8.92
2.12,1.89,1.09,2.11,2.5,3.58,3.82,2.45,-1.43,2.34,1.6,1.91,3.54,5.84,8.77,4.09,4.11,1.68,-3.76,-7.43,-2.43,-3.89
17.7,19.6,22.2,13.7,39.9,40.8,122.5,104.8,56.7,114.6,129,143.2,190.2,164.2,123.3,159.1,273.8,206.1,129.5,251.4,556.4,272.9
3.63,3.55,2.43,0.382,-4.5,-0.535,0.625,1.16,0.444,16.6,34.5,34.7,59.9,117.1,102,165.2,177,92.3,115.6,128.2,149.8,83.2
10,6.75,10.4,11.4,9.68,9.04,11.2,14.8,27.5,15.3,20.1,17.6,21.1,20.1,22.5,17.8,46.5,1.22,-118.4,-6.34,-9.45,-3.64
-27.6,109.5,119.1,25.8,18.3,35.2,32.2,-123.6,7.78,0.638,-227.8,55.9,172.8,244.5,232.2,367.3,326.6,62.4,-2263.8,-1394.2,13.8,145.6
3.68,5.2,18.8,7.79,6.12,1.16,7.28,7.76,21.2,23.6,33.6,4.42,5.78,8.36,5.92,5.27,2.75,2.24,3.52,2.15,0.104,3.25
30.5,110.8,132.6,41.8,138.1,209.8,589.7,213.5,89.3,330.3,-1127.2,317.3,573.2,201.6,-362,317.5,-165.7,634.3,1145.6,1222.2,953,352.9
13.5,11.8,6.13,5.11,-3.11,0.063,-27.8,-21.9,1.41,-1.22,8.14,-2.83,0.469,0.153,-30.6,54.2,49.3,108.7,105.8,135.7,99.3,94.7
5.58,6.83,1.68,-9.92,-25.3,-9.52,21,20.5,86.1,163.2,109.5,103.2,157.4,111.2,4.54,88.8,116.9,63.1,100.9,233.1,212.6,288.7
0.634,-1.56,2.44,1.19,2.98,3.37,2.39,5.47,8.31,8.02,4.96,6.25,18.4,12.3,3.55,61.9,68.8,84,76.8,14.7,38,91.3
1.28,2.85,1.88,3.85,1.68,1.33,0.758,4.99,2.99,3.38,3.39,6.19,6.21,6.72,49.7,15.5,4.78,-2.5,-1.2,0.995,1.76,1.16
7.5,8.22,8.95,12.4,12.6,9.02,0.642,4.73,-5.63,0.678,7.7,7.96,6.27,15.9,20.7,18.8,14.2,20.6,20.3,21.1,18.1,7.97
4.2,11.9,17.5,12.3,6.05,4.42,-26.1,-84.4,-11,-2.96,-21.3,4.05,14.6,22.2,18.7,9.72,18.2,10.5,7.32,12.6,14.5,25.4
5.86,6.83,8.63,11,8.93,12.3,2.37,8.98,1.32,1.99,-44,-21.7,1.36,-36.5,-19.7,11.2,76.6,91.2,56.8,17.7,499.7,452.3
8.48,10.1,10.4,11,10.2,9.15,7.54,8.11,15.4,14.1,-24.3,12.7,8.14,7.39,52.8,58.3,46.3,64,22,30,30.7,21.9
9.09,9.34,11.4,9.21,10.6,9.62,5.41,2.83,3.79,-3.5,4.39,37.3,50.2,6.39,-42.7,-22.7,-36,-34.3,0.429,-21.9,5.29,22
4.26,3.2,4.48,0.35,1.07,-3.7,-19.4,2.12,5.05,8.39,-9.21,-0.496,1.79,0.343,0.983,1.35,3.34,-25.3,5.87,12.9,-125.9,-9.54
0.628,0.966,1.26,1.3,7.26,22,4.53,1.49,5.31,14.4,8.21,10.6,42.4,26.8,-7.4,-27.9,-29.9,148,201.8,191,252.1,270.4
33.9,4.74,-17.1,-18.7,1.64,1.54,1.11,1.6,1.43,8.6,12.9,28,36.5,43,26.8,34.4,19.3,10.1,1.31,7.3,-24.1,-24.9
5.75,5.19,6.96,4.02,4.9,4.96,6.44,8.22,12.6,19.6,9.02,10.4,18.6,27.8,25.3,43.5,27.8,24,35,24.5,15.7,12.2
-104,-79.6,107.5,43.7,48,191.4,300.9,277.5,279.6,509.1,-299.9,678.8,359.5,-52.8,-162.9,-181.9,-142.9,-332,1094.9,640.9,66.1,-1104.3
7.2,7.09,8.48,5.9,3.29,4.47,6.52,7.23,6.13,8.38,2.7,-41.3,-40.9,-2.59,-10.1,-48.7,-4.85,-7.35,-13.5,1.49,-13.1,-3.26
8.87,9.99,6.21,3.4,2.23,-9.23,2.26,3.98,13,50.8,67.2,81.9,103.4,58.2,-62.9,-6.46,-12.7,5.28,-279.7,9.35,2.77,-127
4.06,4.85,5.45,6.14,4.26,4.05,4.21,1.82,3.08,1.1,0.194,1.72,2.6,-9.8,-4.68,-12.3,-7.56,-5.44,-6.9,1.09,3.87,0.98
19,13.9,13.5,16.5,18,22.8,19.6,19.4,35.8,68.2,84.8,192.1,304.6,339.9,23.2,60.7,-74.8,-258.2,-1.63,215.7,632.4,916.8
7.26,8.23,5.62,-2.99,0.717,-3.91,-6.73,0.341,-1.28,-9.17,-24.4,-16.9,16.3,15.9,8.3,2.13,-11.2,-31.1,0.217,-4.04,-0.122,-0.706
13.3,12.4,13.8,15.4,8.81,13.4,11.4,11.7,17.7,31.4,30.9,49.6,62.2,28.6,19.3,-22.3,-69.6,-70.6,-31,-81.8,-25.9,6.26
7.69,11.7,12.4,13,16.9,19.7,22.6,29.1,39.7,81.8,180.6,263.4,267.3,179.3,156.7,220.6,335.4,322.4,406.1,429,366.8,336.8
3.04,3.66,6.51,8.9,8.19,9.7,9,6.78,12.5,13.2,-3.66,-40.1,10.6,-1.75,-32.6,-7.23,-8.81,2.73,11.9,22,39.2,21.8
0.324,-3.91,-8.88,3.06,5.38,8.68,9,9.02,14,12.3,-1.27,1.11,-13.8,-31.2,4.67,-10.1,1.34,-0.586,59,106.6,48.8,-151.1
0.839,0.27,-1.03,0.46,0.056,0.03,1.08,0.142,0.704,-2.29,0.076,1.68,-5.29,3.77,-39.7,11.4,-0.822,-1.34,-2.63,-4.4,-1.42,-0.093
2.21,5,6.48,7.2,7.55,9.98,11.4,11.1,16.4,27.1,16.8,13,20.1,17.8,13,11.7,3,-1.82,-6.22,-5.01,1.88,4.16
-50.5,9.94,4.61,20.4,6.57,12.1,8.19,10.8,5.27,-10.5,-9.9,-3.77,4.45,-25.7,24.5,-61.7,-44.2,-57,-82.5,-73.9,-72.3,-57.8
1173.8,249.5,462.4,342.1,208.4,638.8,1089.2,1069.4,1382.6,1852.4,1574.4,1915,1953.8,2957.5,3216.9,1974.1,2084.1,1366.2,1738.1,1730,1578,1644.9
4.1,2.52,1.87,0.873,1.17,11.2,17.4,19.3,36.2,57.7,36,67.3,87.1,21,-10.4,3.57,-10.5,-57.4,28.2,35.8,2.97,27.4
2.01,-6.85,0.721,-1.84,-7.36,-3.36,0.097,-26.6,-17.3,-16.4,-17.1,-17.1,-11.1,-8.09,-29.1,-8.82,-16.1,-37.6,-26,-29.3,-5.86,1.33
125,176.2,180,135.2,241,308.6,455,480.6,528.6,608.6,491.6,552.4,780,706.2,765.5,714.1,697.2,188.3,385.4,438.7,412.1,396.4
2.69,2.35,2.44,0.904,1.15,2.65,4.21,5.12,4.9,6.81,4.11,4.53,7.68,9.04,5.05,7.36,9.3,2.69,7.92,11.2,7.36,9
3.62,3.17,3.33,-3.52,-8.99,-2.89,1.94,4.61,5.24,1.92,0.62,-6.58,1.44,1.28,1.29,0.655,0.961,0.819,1.18,2.68,9.99,6.16
-74.3,-45.1,20.8,48.2,51.8,49.2,58.3,33,32.2,42.7,45.6,52.2,61.7,60.2,57.3,63.3,70.1,73,89.6,104,89.7,71.9
80.7,69.5,39.7,-10.6,-95.4,35,3.71,36.2,42,12,27.7,25.9,44.7,10.1,-1.92,-109.7,-276,-107.6,23.7,-247.4,42.9,-161.5
18,20,13.9,12.4,-35.2,6.06,3.03,-35.5,-49.5,-60.6,-70.5,-25,-0.063,-4.85,-4.07,-4.15,-7.89,-7.42,-12.2,-8.02,0.821,-11.8
2.96,0.346,-11.1,-10,5.07,9.43,9.45,8.51,9.81,22.1,26.5,13.5,13,8.55,8.73,8.68,8.78,-3.2,-11.6,-12.2,0.89,3.77
17.3,17.4,28.4,41,54.8,55.4,64.2,79.6,104.2,230.2,202.8,148.7,198.1,230.1,264.1,299.2,332,325.1,332.4,238.7,198.7,199.7
11,4.75,4.68,0.446,-6.88,0.668,0.639,0.723,-8.95,2.15,-15,0.827,-0.694,2.62,4.07,2.59,1.5,-0.057,-14.2,2.03,-18.6,-22.6
18.2,22.6,18.8,16,16.8,15.8,15.6,15.4,26,71,54.4,94.3,115.4,10.3,34.7,44.9,109.3,63.3,85,105,54.9,73.1
1.76,7.6,9.39,10.7,13.1,12.9,14.8,11.8,6.71,4.51,8.43,10.7,15.3,15.9,20.5,7.8,12.1,12.9,21.8,29.3,35.7,36.4
